GISID,CALENDAR_YEAR,STATE_ROUTE,LOC_ROAD_NAME_RMS,INTERSECTION_FROM,SEGMENT_FROM,OFFSET_FROM,INTERSECTION_TO,SEGMENT_TO,OFFSET_TO,MUNICIPALITY_NAME1,MUNICIPALITY_NAME2,MUNICIPALITY_NAME3,LEG_DIST_1,LEG_DIST_2,LEG_DIST_3,SENATORIAL_DIST_1,SENATORIAL_DIST_2,CONG_DISTRICT,PLANNED,COUNTY,CNT_CODE,NLF_ID,NLF_B,NLF_E,PRIORITY,NOTES,SR,LIMITS_FROM,LIMITS_TO,MCD,BIKE_PROPOSED,BIKE_NOTES,BIKELTS_EXIST,BIKELTS_IMP,LTS_PRIORITY,PRIORITY_NOTES,PROPOSAL_SOURCE,PROJECTNUM,LETDATE,STARTWORK,CONSTRUCTIONRE,MCD_INTEREST,MCD_CONTACT,DVRPCSCREENING,PENNDOTSCREENING,DISMAINTENANCE,DATECOMMUNICATION,DATARECEIPT,DATEISSUANCE,DESIGNER,DATEASSIGNED,DATECOMPLTED,PENNDOTNOTS,COUNTYNOTES,BCGPNOTES,ISACTIVE,LASTUPDATE,SEG_REGI_PRIO,SEG_COUNTY_PRIO,SEG_PUB_PRIO,FACILITYIMP,PENNFEASISCREEN,PENNFEASISCREENNOTE,DATELETTER,OUTREACHNOTE,DVRPCNOTES,ADMINSELECTED,ALTERFUNDSTREAM,FUNDOPPORTNITY,FUNDNOTES,BATCHNUM,STRIPINGCOMPLETE,STRIPINGREVIEW,SIGNALREVISED,HASSIGNAGE,SIGNAGECOMPLETE,STRIPINGSHARE,OUTREACH_PRIORITIZED,SHORTCODE,LONGCODE,CHANGECODE,SOURCE,PROJECTECMS,ESTQUANTITIES,BFL_FROM,BFL_TO,SIGNALASSIGE,SIGNALCOMPLETED,NOTIFYCOUNTY 
333,2019,2031,SELLERS AV,125' S of Ridley Park Boro Line,0034,0,Ward Ave / Ridley Ave / SR 2004,0040,2186,RIDLEY PARK,RIDLEY,,162,,,26,,1,0.64,Delaware,23,4309,0,3377,30,,,,,,Sharrows," AADT ~7500
Posted SL= 25 mph
LTS Rating= 3 (N of US 13), 4 (S of US 13)

There is not much cross-section to give for bike lanes, but lower speed and AADT make sharrows viable between Ward Ave and US 13. This corridor has potential for bike use as it would connect nearby homes to the Ridley Park SEPTA station and surrounding area. ",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , ," Access to Ridgely Park Station, signalized crossing for Chester Pike",No,2019-04-19 09:51:14,Yes,No,Yes,Yes,No,JB - 4/19/19  ,,, ,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,203100340040,20310034000000402186,0,5-year plan 2019-2023,,,,,,,
460,2019,0029,GRAVEL PK,Skippack Pk / SR 0073,0230,0,Second St,0430,2767,SCHWENKSVILLE,RED HILL,GREEN LANE,147,146,131,24,,6,9.32,Montgomery,46,7654,50899,100100,0,,,,,,Sharrows,"- Sharrows from Skippack Pike to E Park Ave in Schwenksville
- Sharrows from ~1200 ft west of Green Street in Green Lane (driveway to multi-unit development) to Perkiomen Trail
- Maximize shoulder width throughout
",0,0,N/A,,N/A,,,,,No, ,,,, ,,,,,, ," Besides proposed treatment, maintain 11 foot lane widths, maximize shoulder width. 6 foot minimum shoulders preferable.

PennDOT Feedback noted and the limitations of what can be done with this project understood.  This is why the initial recommendations from the MCPC was to maximize shoulder width where possible but to NOT paint dedicated bike lanes at this time.

Ultimately 8 to 10 foot shoulders for buffered or protected bike lane as per Bike Montco plan should be built.

", ,No,2019-07-22 10:41:55,No,Yes,No,Yes,Yes,"• Sharrows through Schwenksville are a viable treatment due to the 25 mph speed limit.  
• Areas within Perkiomenville and Green Lane would be similar.  
• Outside of the urban locations the road widens but is inconsistent in width.  From our basic Google Earth measurements it appears to vary from 29’-33’ in width but in most cases is less than the 32’ width we would need for actual bike lanes.  Your notes say “maximize the shoulder” so we weren’t sure if you were looking for actual bike lanes or just shoulders.  The lanes out there now are 11’ wide.  We could not narrow them as this is an arterial roadway with higher speeds and some trucks.  It would also not qualify for sharrows outside the urban areas due to the speed limits higher than 35 mph.  An in-depth evaluation to determine the actual widths and viability for bike lanes would be required if that is the direction all stakeholders want to go in.  ", , , ,Y,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,No,002902300430,00290230000004302767,0,5-year plan 2019-2023,,,,,,,
472,2019,0663,LAYFIELD RD,Big Rd / SR 0073,0160,0,Hill Rd,0224,2018,NEW HANOVER,,,147,,,24,,6,3.2,Montgomery,46,7710,0,16901,0,,,,,,Mixed,"- Maximize shoulder width on Layfield Rd between Big Rd and Hill Rd.
- If design allows, add bicycle lane markings to widened shoulders.
- At a few locations, there is no shoulder (bridges and sharp curves). Sharrows and supporting signage would be needed here to indicate that cyclists may use the travel lane",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Maximize shoulder width to a potential 5 feet where practicable (Ideal: 6 to 8 foot shoulders marked as bike lanes with rumblestrip protection.)
", ,No,2019-01-24 16:29:04,No,Yes,No,Yes,No," This road is similar to Gravel Pike in that the roadway width appears to vary between 29’-33’ for all of the length between SR 0073 and Hill Rd.  The speed limit would preclude sharrows.  An in-depth evaluation of the available width would have to be performed to determine if bike lanes could be implemented.  Once again, because this is an arterial roadway with higher speeds we could not narrow the lanes below 11’ in width.  There are a few small culverts where the road narrows with little to no shoulder so that is another challenge.
",,, ,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,066301600224,06630160000002242018,0,5-year plan 2019-2023,,,,,,,
462,2019,0063,OLD WELSH RD,Tewood Dr / SR 2033,0613,0,Red Lion Rd / SR 2013,0613,2691,LOWER MORELAND,,,152,,,12,,13,0.51,Montgomery,46,74577,1902,4593,0,,,,,,Might be a better candidate for a more involved project in the future,"Possible narrow 4.5 foot Bike Lanes
A+T Notes: relatively narrow here and a hardened median takes up extra width. As a long-term project the median could be removed, but for striping, bike lanes would have to be very narrow (3-4 feet, maybe less) immediately before and after the intersection",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Reduce lane widths, particularly left lanes to maximize area for shoulder / bike lanes, particularly east of Hunrington Pike. (Ideal: Extensive redesign to include six foot protected bike lanes with special mechanically safe bicycle treatments at intersections)", ,No,2019-01-14 09:57:25,No,Yes,No,No,N/A,,,, Lane width over 12 feet wide. Intersects Pennypack Trail,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,006306130613,00630613000006132691,0,5-year plan 2019-2023,,,,,,,
464,2019,0113,BROAD ST,Front St,0410,0,Bucks Co. Line / County Line Rd / SR 4027,0430,1267,SOUDERTON,,,053,,,12,,8,0.63,Montgomery,46,7672,0,3300,0,,,,,,N/A,"If the county wants to build infrastructure on E.Broad Street, it could reasonablly remove parking on one side of the street, adjust the center line and road crown, and stripe conventional bicycle lanes in each direction between Front and N. School Lane. Volumes seem too high here to put sharrows between N School Lane and County Line Road- the only in street solution would be to remove the center lane, which would require further capacity analysis. In all likelyhood, there will be pushback on removing parking along Broad Street, especially with such short notice. Use of a parallel street such as Noble Street, might provide an easier / cheaper/ near term solution to making this connection.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Eliminate parking on northbound (south-east) side of Broad street and install buffered bike lane in northbund (uphill). Maintain parking southbound, and installed sharrows centered in lane with BMUFL (MUTCD #R4-11) signs. Use sharrows and BMUFL signs on both sides for the first 225 ft noth of Front. Eliminate center lane between School and County Line Road.", ,No,2019-01-14 09:58:21,No,Yes,No,No,N/A,,,, ,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,011304100430,01130410000004301267,0,5-year plan 2019-2023,,,,,,,
474,2019,1018,MORWOOD RD,Sumneytown Pk / SR 0063,0010,0,Creamery Rd / Morewood Rd / SR 1016,0030,1941,LOWER SALFORD,FRANCONIA,,147,053,,24,,8,1.76,Montgomery,46,7734,0,9308,0,,,,,,N/A, ,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,"Part of Bike Montco Network but not a priority route. 
Immediate Proposed Treatment - Install MUTCD Bicycle Warning Signs W11-1 as appropriate and sharrows every 400 feet along entire project route.
Ideal / Long-term Treatment - Widen to include 6 foot bike lanes in each direction.
Note - Highly object to V 1.0 LTS 4 Rating.  V2.0 LTS =3.  More like  LTS 3-.  Strava Heat =7.", ,No,2019-02-28 14:52:40,No,No,No,N/A,N/A,,,, ,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,101800100030,10180010000000301941,0,5-year plan 2019-2023,,,,,,,
313,2019,0030,LANCASTER AV,Chester Co. Line,0010,0,Montgomery Co. Line,0120,1547,RADNOR,HAVERFORD,,166,165,161,17,,7,4.68,Delaware,23,4194,0,1547,0,,,,,,N/A," AADT @ Ithan Ave. ~10000
AADT @ Radnor Chester Rd. (near 476 interchange) ~15000
AADT @ St. David's ~13000
AADT @ Wayne ~10000
85th Percentile speed (INRIX) = ~38 mph

Sharrows are infeasible due to high volumes, speeds, and heavy truck traffic. It is impossible to add bicycle lanes to the current cross-section (little to no shoulder available for use). A 4-to-3 road diet could allow for installation of bicycle lanes on either side of the roadway, but would have a adverse effect on the capacity of Lancaster Avenue. 

It is recommended to utilize the existing Radnor Trail that runs south of Lancaster Ave. and pursue sharrows on lower-volume roads to the south. Lighting on those roads may have to be improved to allow for cyclists to safely travel at night. If a road diet was to be pursued, it is recommended to implement to the east of the Sproul Rd./Spring Mill Rd. intersection to avoid cyclists crossing the 476 interchange.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-01-30 16:17:56,No,No,No,No,N/A,,,,,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,003000100120,00300010000001201547,0,5-year plan 2019-2023,,,,,,,
466,2019,0363,TROOPER RD,Audubon Rd / SR 4041,0020,0,Germantown Pk,0090,3558,WORCESTER,LOWER PROVIDENCE,WEST NORRITON,150,,,44,,6,4.19,Montgomery,46,7696,1085,23231,0,,,,,,Striped shoulders,"Maximize shoulder width from Mill Road to Ridge Pike/SR 3009 
",0,0,N/A,,N/A,,,,,No, ,,,, ,,,,,, ,"Smooth and maximize shoulder width on South Trooper between Egypt to Ridge. Try to do the same on Park.

PennDOT Notes reviewed (2/22/2019).  There is no ask for bike lanes or shoulders on Trooper between SR422 and Egypt Road.  At this time we specifically ask that PennDOT try and maximize shoulder width where practical north of Egypt Road.  There is and never was an ask for a bike route between Trooper to the Schuylkill River Trail via Mill Road and Port Indian Road.  We at the MCPC are very much aware of this LTS 2 connection but are keenly aware that this would be very much beyond the scope of this repaving project.  This is why we merely ask for shoulders to be widen as much as possible were practical to do so.  We believe doing this simple improvement will be of great benefit to cyclists and pedestrians traversing this portion of SR363 while staying within the project scope.

However we now note (2/22/2019) that Ridge Pike between Park and Trooper is at a minimum 42 feet wide between intersections with 14 foot lanes (14, 14, 14).  Either now or in the future (we know that other improvements are coming to Ridge Pike at Trooper) we would like to see the lane widths reduced to allow for (5,11,11,11,5) configuration if not wider shoulders between intersections.

Finally Park Ave north of Ridge Pike is NOT part of the Bike Montco Network./  However we also note that in many places curb to curb width is over 30 feet wide between intersections.  We ask that PennDOT consider again trying to maximize shoulder width were practical to do so where excess roadway width allows.", ,No,2019-07-22 10:42:29,No,Yes,No,Yes,Yes," South of Egypt Rd. there does not appear to be width for bike lanes although we we’re not sure if that was even the ask as opposed to just trying to maximize shoulders?  The road is wide but has multiple lanes which in most areas have no shoulder and are in curbed sections.  Beginning approximately 750 north of Egypt the road narrows but maintains a 32’ +/- width and would allow for 5’ bike lanes in both directions.  From Mill Rd to Oakdale Rd it looks like a decent candidate for such a treatment.  However, this section is just over a half mile in length and it seems to be a bit of an orphan without some logical connection to a park or trail, etc.  One possibility we thought of would be to add these bike lanes on combination with sharrows on Mill Rd. and Port Indian Rd. which would then connect the many local neighborhoods just off 363 with the Schuylkill River Trail.  This would need local cooperation and the signs on the local roads would be outside of our ST project and thus would have to be purchased and installed separately.  The other concern would be the crossing of Egypt between Mill Rd and Port Indian Rd.  This is uncontrolled and must be evaluated for safety.  Possibly a pedestrian flasher would be an appropriate treatment if there was interest in the overall concept.  Once again, any pedestrian flasher would be outside the scope of the ST project and thus would have to be a local municipal responsibility to fund, install and maintain.
", , , ,Y,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,No,036300200090,03630020000000903558,0,5-year plan 2019-2023,,,,,,,
479,2019,2034,WILLOW GROVE AV,Church Ln / SR 0073,0030,3170,Limekiln Pk / SR 0152,0040,3558,CHELTENHAM,,,154,,,4,,13,0.81,Montgomery,46,7826,10501,14786,30,,,,,,"sharrows every 400 feet along entire project route, maximize shoulder where appropriate"," The current posted speed is 35mph, a bit fast for sharrows. Maximizing shoulders where lane width is excessive (e.g. between Cobden Road and Newbold Lane) would help slow traffic. County suggestion to lower speed limit and add signage would also help but is out of scope for resurfacing.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,"Part of Bike Montco Network but not a priority route. 
Immediate Proposed Treatment - Lower Speed Limit to 30MPH.  Install MUTCD Bicycle Warning Signs W11-1 as appropriate and sharrows every 400 feet along entire project route.
Ideal / Long-term Treatment - Widen to include 5 foot bike lanes in each direction.  6 feet if speed limit is maintained at 35mph.
Note - Residential street.  No sidewalk along entire route. Strava Heat = 8.", Part of popular commuter bike route between Edge Hill Rd/Jenkintown and NW Philadelphia,No,2019-04-19 09:49:44,Yes,No,Yes,Yes,No,JB - 4/19/19  ,,, ,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,203400300040,20340030317000403558,0,5-year plan 2019-2023,,,,,,,
495,2020,2001,MORRIS RD,Plymouth Rd / SR 2016,0070,0,Valley Forge Rd / SR 0363,0150,2517,WORCESTER,WHITPAIN,UPPER GWYNEDD,070,061,,17,,7,4.85,Montgomery,46,7774,19510,12645,20,,,,,,Stripe 5' bike lanes,"This was one of the McCormick Taylor pilot projects. Some preliminary assessments have taken place, but the details still need to be worked out. ",0,0,N/A,,N/A, ,03/12/2020, ,,Yes, Whitpain - Roman Pronczak: Twp Manager / Upper Gwynedd - Sandra Zadell: Twp Manager / Worcester - Tommy Ryan - ,,,,10/18/2019,12/13/2019, ,,, , ,"All sections of this repaving project are a Priority Bike Routes on the planned Bike Montco Network. There is potential for bike improvements on all sections west of Cathcart Road.  Striping plans for this already exist in Chapter 6 of Bike Montco and an older ""Legacy Project"".", ,Yes,2021-09-14 16:05:39,Yes,Yes,Yes,Yes,Yes, ,11/18/2019, All receptive to the idea.  Some have questions about responsibility to do maintenance.  Whitpain and Upper Gwynedd want to run the letter past council. ,"Portions are regional connectivity priorities. Some also support connections to transit.

***1/12/21*** Delayed; now planned for 2021 paving",Y,N/A,,,2020-1,MTA/RKK,Approved,N/A,N/A,,,Yes,200100700150,20010070000001502517,0,5-year plan 2019-2023, ,0020-01-15 00:00:00, Plymouth Road/School Road (SR 2016),Valley Forge Road (SR 363), , ,
38,2019,2026,TRENTON AV,Woolston Dr / Lincoln Hwy / SR 2022 / SR 2050,0010,0,Delmorr Ave / SR 0032,0070,1444,MORRISVILLE,FALLS,,140,031,,10,,8,2.47,Bucks,9,2024,0,13038,10,,,,,,Bike Lanes,"From Woolston Dr/Lincoln Hwy to Alden Ave.: 6' bike lanes with 3' painted buffer are feasible. May require a centerline offset in front of Post Office at Allendale Dr. Suggest reducing vehicluar lanes from 12' to 11' to achieve better speed limit compliance. For pinch point at Rock Run bridge, I suggest a 5' bike lane|10'veh. lane|10'veh. lane|5' bike lane cross-section with speed reduction markings for veh. lanes (MUTCD 3B-28).

From Alden Ave. to Big Oak Rd.: I would recommend vehicular lane reduction and 6' bike lanes with 3' buffers. AADT is feasbile for a road diet under FHWA guidance, and lane reduction will offer more space to create safer bike/auto mixing zones at the dangerous intersection with Pine Grove Rd. Also maintains lane consistency with the area east of Big Oak Rd.

From Big Oak Rd. to Decou Dr.: This is a major pinch point. I would suggest sharrows for eastbound traffic, and a 5' bike lane with a 10' auto lane for westbound traffic.

From Decou Dr. to Delmorr Ave.: 5-6' bike lanes and 11' auto lanes. (Segment east of Pennsylvania Ave. could be a nice buffered bike lane if barely-used parking were removed.)
As an aside, the segment between Pine Grove Rd. and Decou Dr. would be a great location for a future TAP application.""",0,0,N/A,,N/A,,,,,No, ,,,, ,,,,,, ," Yes - lots of residential in the area, good connection to borough, sections with wide lanes", Staff recommendation,No,2019-07-22 10:43:30,Yes,Yes,Yes,Yes,Yes," • From Woolston Dr/Lincoln Hwy to just south of Alden Ave., bike lanes are feasible.  The existing turning lanes at Alden Ave. must remain.                                                                                                                                                          • Bicycle accomodations (sharrows or bike lanes) not feasible from Alden Ave. to Big Oak Road. This is due to high speeds (40 mph) and the need for existing roadway capacity because of new development at Pine Grove Rd.                                                                                                                                                                              • Big Oak Road to Delmorr Ave. both bike lanes and sharrows are feasible; however, bike lanes may affect on-street parking. Borough can decide preference. If bike lanes are installed, they will have to be dropped through the intersection with Pennsylvania Ave.", , , ,Y,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,No,202600100070,20260010000000701444,0,5-year plan 2019-2023,,,,,,,
34,2019,2005,CORNWELLS AV,Herringbone Ave,0010,0,Hulmville Rd / SR 0513,0020,2061,BENSALEM,,,018,,,6,,8,0.76,Bucks,9,1992,0,2061,10,,,,,,Sharrows, Yes - Sharrows are feasible between SR-13 and Cornwells Hts inbound station driveway. High-visibility crosswalk needed at driveway.,0,0,N/A,,N/A,,,,,No,Mayor DiGirolamo & Mr. Cmorey,,,,01/30/2019,,,,,, , Yes - Connection to Cornwells Heights Station, ,No,2019-03-01 15:31:33,No,Yes,No,Yes,Yes, • Sharrows are feasible along entire corridor.                                                                                                    • Roadway width is approx. 27'. ADT = 7000 vpd. Urban minor arterial. Speed limit = 35 mph.                                                                                                                                       • Crosswalk installation and required traffic study are not within the project scope.                                                                                                                                         • There appears to be an existing overhead pedestrian pathway along the Railroad Bridge between the inbound station parking lots. Sight distances may be poor for any mid-block crosswalks in the area of the station due to overhead bridges.,01/30/2019,Paul Gordon of BCPC sent initial email; Fran Hanney of PennDOT had follow-up conversations with Twp. Engineer. , ,Y,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,200500100020,20050010000000202061,0,5-year plan 2019-2023,,,,,,,
18,2019,0032,RIVER RD,Lincoln Hwy / SR 0001,0010,0,Bedford Pl,0090,3270,MORRISVILLE,LOWER MAKEFIELD,FALLS,140,031,,10,,8,4.0,Bucks,9,1899,0,21139,10,,,,,,Sharrows,"Yes/Maybe - An on-road segment is not ideal, but if it's pursued, sharrows are feasible on Delmorr Ave between Bridge Street and Palmer Street. This would provide better access to residential neighborhoods west of the canal via the footbridge at Palmer Street. The safest towpath access for cyclists, however, would be along the levee trail, then crossing River Road at the Calhoun Street Bridge.",0,0,N/A,,N/A,,,,,No, ,,,, ,,,,,, ,"Yes - there is a Cirtuit gap in this area along Bridge street (Canal trail); on road might not be best option, but it's worth looking in to", Alternate access to the D&L Towpath and Scudder Falls Bridge Path.,No,2019-03-01 15:33:22,Yes,Yes,Yes,Yes,Yes," • River Rd between Trenton Ave and Bedford Place - bicycle accomodations (sharrows or bike lanes) not feasible due to high speed (speed limit 40 mph) and narrow road width (approx. 21'). However, if bicycle facilities are placed on this segment, consider extending northern limits to MacClesfield Park.                                                                                                                                                                                              • Delmorr Ave between Trenton Ave and Bridge St is narrow (about 27' wide), speed limit is 35 mph.  Sharrows are feasible on this segment.                                                                                                                                                                  • Speed limit on Bridge St = 25 mph.                                                                                                                                                                       • Sharrows are feasible on Bridge St between Delmorr Ave and Morris Ave.                                                • On Bridge St, south of Morris Ave, both bike lanes and sharrows are feasible, however bike lanes may affect on-street parking. Borough can decide preference.", , , ,Y,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,003200100090,00320010000000903270,0,5-year plan 2019-2023,,,,,,,
486,2019,4016,LIMERICK RD,Ridge Pk / SR 4031,0010,0,Township Line Rd / SR 4014,0060,2776,PERKIOMEN,LIMERICK,,146,,,44,,6,3.63,Montgomery,46,7942,0,19146,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-01-14 09:34:26,No,No,No,N/A,N/A,,,,,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,401600100060,40160010000000602776,0,5-year plan 2019-2023,,,,,,,
19,2019,0032,BRIDGE ST,Lincoln Hwy / SR 0001,0011,0,Bedford Pl,0011,2058,FALLS,,,140,,,10,,8,0.39,Bucks,9,1900,0,2058,10,,,,,,Sharrows,"Yes/Maybe - An on-road segment is not ideal, but if it's pursued, sharrows are feasible on Delmorr Ave between Bridge Street and Palmer Street. This would provide better access to residential neighborhoods west of the canal via the footbridge at Palmer Street. The safest towpath access for cyclists, however, would be along the levee trail, then crossing River Road at the Calhoun Street Bridge. ",0,0,N/A,,N/A,,,,,No, ,,,, ,,,,,, ,"Yes - there is a Cirtuit gap in this area along Bridge street (Canal trail); on road might not be best option, but it's worth looking in to", ,No,2019-07-22 10:43:24,Yes,Yes,No,Yes,Yes," • River Rd between Trenton Ave and Bedford Place - bicycle accomodations (sharrows or bike lanes) not feasible due to high speed (speed limit 40 mph) and narrow road width (approx. 21'). However, if bicycle facilities are placed on this segment, consider extending northern limits to MacClesfield Park.                                                                                                                                                                                              • Delmorr Ave between Trenton Ave and Bridge St is narrow (about 27' wide), speed limit is 35 mph.  Sharrows are feasible on this segment.                                                                                                                                                                  • Speed limit on Bridge St = 25 mph.                                                                                                                                                                       • Sharrows are feasible on Bridge St between Delmorr Ave and Morris Ave.                                                • On Bridge St, south of Morris Ave, both bike lanes and sharrows are feasible, however bike lanes may affect on-street parking. Borough can decide preference.", , , ,Y,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,No,003200110011,00320011000000112058,0,5-year plan 2019-2023,,,,,,,
49,2019,4019,MINSI TR,Schwenkmill Rd,0050,0,Dublin Pk / SR 0313,0060,3185,HILLTOWN,,,144,,,10,,8,1.26,Bucks,9,2137,11644,18322,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A, ,,,, ,,,,,, , Not part of Bucks County Bike Plan, ,No,2019-02-21 13:50:42,No,No,No,N/A,N/A,, , No outreach to date to municipality, ,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,401900500060,40190050000000603185,0,5-year plan 2019-2023,,,,,,,
473,2019,1016,MORWOOD RD,Creamery Rd / SR 1018,0010,0,Allwntown Rd / SR 1001,0020,2342,FRANCONIA,,,053,,,12,,8,1.1,Montgomery,46,7731,0,5783,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,"All part of Bike Montco Network.  Not a priority route.
Immediate Proposed Treatment - Install MUTCD Bicycle Warning Signs W11-1 as appropriate and sharrows every 400 feet along entire project route.
Ideal / Long-term Treatment - Widen to include 6 foot bike lanes in each direction.
Notes - Highly object to V 1.0 LTS 4 Rating. V2.0 LTS=3.  More like  LTS 3-.  Strava Heat = 7.", ,No,2019-02-22 12:46:26,No,No,No,N/A,N/A,,,, ,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,101600100020,10160010000000202342,0,5-year plan 2019-2023,,,,,,,
477,2019,2016,PLYMOUTH RD,Morris Rd / SR 2001,0030,0,R / R crossing / Gwynedd Valley Septa Station,0050,1480,WHITPAIN,LOWER GWYNEDD,,061,,,17,,7,1.33,Montgomery,46,7794,4449,11474,30,,,,,,N/A, Sharrows not appropriate for current posted speed (40mph) and there are limited opportunities to pull off the road. Could potentially revisit if change to speed limit is coordinated but speed limit change and signage are out of scope for resurfacing project.,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,"Part of Bike Montco Network but not a priority route.
Immediate Proposed Treatment - Lower Speed Limit to 25MPH 400 feet south of SEPTA tracks to Station Lane, 35MPH elsewhere.  Install MUTCD Bicycle Warning Signs W11-1 as appropriate and sharrows every 400 feet along entire project route.
Ideal / Long-term Treatment - Widen from Morris Road to 400 feet south of SEPTA tracks to include 6 foot bike lanes in each direction.
Note - Strava Heat = 8.  This is road is getting lots of use despite LTS 4 rating!",Connects Morris Rd to SEPTA Station. Roughly parallel to Cathcart Rd low stress route to MCCC,No,2019-02-28 15:38:52,Yes,No,Yes,No,N/A,,,, ,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,201600300050,20160030000000501480,0,5-year plan 2019-2023,,,,,,,
335,2019,3016,LARKIN RD,Naamans Creek Rd / SR 0491,0010,0,Ramp to SR 0452 / SR 8002,0060,1860,UPPER CHICHESTER,,,160,,,9,,7,1.99,Delaware,23,4338,0,3090,0,,,,,,N/A," Larkin Road:
AADT= ~7000
Posted SL= 35 mph
LTS Rating= 3

Too high speeds and volumes for sharrows. There are stretches of the corridor in which there is enough cross-sectional space for bike lanes, but installation is difficult to justify, as there is no connection to a larger network from those points. 

Bethel Avenue:
AADT= ~3000
Posted SL= 25 mph
LTS Rating= 3 

This segment is more promising due to lower volumes and speeds. However, without any other bike infrastructure present on US 322 or nearby local roads, sharrows or bike lanes installed on Bethel Ave. would not tie in to a network.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-03-01 10:16:35,No,No,No,No,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,301600100060,30160010000000601860,0,5-year plan 2019-2023,,,,,,,
2064,2023,3034,MORRIS AV,Mill Bank Rd,30,0,Spring Mill Rd / SR 3032,50,1875,LOWER MERION,,,,,,,,,1.51,Montgomery,46,,,,30,,,,,,N/A," too narrow for bike lanes, sharrows would be possible but long segment for just sharrows. ",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,This entire section is on Bike Montco as an Urban Collector.  Majority of this route is 20' cartway with narrow shoulders.  Shared lane possible.,"Quarter mile from Rosemont and Bryn Mawr SEPTA stations. Very narrow road (35 MPH).
",No,2021-06-14 10:21:11,Yes,Yes,Yes,No,N/A,,,, Portions in top 30-50%. Portions as potential connectiona]s to transit and trails.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,303400300050,30340030000000501875,0,5-year plan 2020-2024,,,,,,,
183,2019,2007,WESTTOWN RD,Creek Rd / SR 4012,0010,0,Old Westtown Rd,0060,2652,WESTTOWN,WEST GOSHEN,THORNBURY,158,156,,9,,6,3.71,Chester,15,2902,0,19614,30,,,,,,N/A, ,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," The Central Chester County Bicycle and Pedestrian Circulation Plan (2013) called for a ""Signed Bike Route"" as a planned improvement for a portion of this segment. The county would be interested in looking to see if there are shoulder widening opportunities.", Length and connectivity. Potential route between West Chester and Cheyney.,No,2019-04-09 15:16:56,Yes,Yes,Yes,No,N/A, ,,, Small portion is a top 30% low stress connection.,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,200700100060,20070010000000602652,0,5-year plan 2019-2023,,,,,,,
2066,2023,3063,TRINITY LN,Trinity Ln / Holstein Rd / SR 0320,10,0,Swedeland Rd / SR 3041,10,1481,UPPER MERION,,,,,,,,,0.28,Montgomery,46,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , Trinity Lane is not on Bike Montco. It parallels S. Gulph Rd which is a Principal Arterial.  Cartway is 22'., Narrow road. 25 ft wide. Connects directly to Gulph Mills SEPTA station.,No,2021-05-17 10:30:35,No,No,No,N/A,N/A,,,, LTS 1,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,306300100010,30630010000000101481,0,5-year plan 2020-2024,,,,,,,
